09867270;195;-193
09868053;195;-193
09868829;195;-193
09869615;195;-193
09870389;195;-193
09871168;195;-193
09871949;195;-193
09872727;195;-193
09873502;116;-131
09874287;116;-131
09875068;117;-131
09875845;117;-131
09876620;185;-192
09877399;195;-193
09878184;195;-193
09878957;195;-193
09879731;195;-193
09880512;116;-131
09881297;116;-131
09882078;117;-131
09882852;117;-129
09883633;117;-130
09884414;117;-130
09885191;118;-130
09885975;117;-130
09886752;193;-192
09887528;195;-193
09888312;195;-193
09889088;196;-193
09889865;195;-193
09890658;116;-131
09891427;117;-130
09892207;117;-130
09892980;117;-130
09893763;196;-193
09894545;196;-193
09895321;195;-193
09896096;195;-193
09896876;195;-129
09897662;117;-131
09898436;117;-131
09899211;117;-130
09899991;117;-130
09900774;117;-130
09901552;117;-130
09902334;117;-130
09903110;117;-129
09904850;117;-130
09904866;117;-130
09905450;118;-129
09906226;117;-130
09907032;117;-192
09907786;195;-193
09908571;195;-193
09909342;195;-193
09910125;195;-193
09911186;195;-193
09911687;195;-193
09912456;195;-193
09913237;195;-193
09914022;195;-193
09914796;195;-193
09915571;195;-193
09916352;195;-193
09917135;195;-193
09917916;196;-193
09918694;195;-193
09919472;195;-193
09920249;195;-192
09921034;116;-131
09921814;116;-131
09922586;117;-131
09923365;117;-131
09924146;117;-130
09924925;117;-130
09925706;118;-130
09926482;117;-130
09927264;195;-192
09928041;195;-193
09928817;196;-192
09929600;195;-193
09930382;195;-193
09931157;116;-131
09931933;117;-131
09932716;117;-131
09933621;117;-130
09934276;194;-193
09935056;195;-193
09935991;195;-193
09936650;195;-193
09937397;196;-130
09938175;116;-131
09938947;117;-131
09939727;117;-130
09940508;117;-130
09941289;117;-130
09942066;117;-130
09942844;117;-130
09943626;117;-130
09944821;195;-192
09945180;195;-193
09945962;195;-193
09946744;195;-193
09947518;117;-130
09948293;117;-131
09949074;117;-130
09949861;117;-130
09950636;117;-130
09951418;195;-193
09952196;195;-193
09953086;195;-193
09953764;196;-192
09954534;195;-193
09955307;195;-193
09956089;195;-193
09956870;195;-193
09957654;116;-131
09958427;117;-131
09959206;117;-131
09959990;117;-130
09960766;117;-130
09961543;195;-193
09962321;195;-192
09963104;195;-193
09963883;195;-193
09964657;116;-131
09965438;116;-131
09966224;117;-131
09966999;117;-130
09967781;117;-130
09968558;117;-130
09969341;117;-130
09970122;119;-130
09970898;117;-129
09971672;117;-130
09972453;117;-129
09973234;117;-130
09974014;117;-130
09974787;194;-192
09975569;195;-193
09976351;195;-193
09977129;195;-193
09977907;116;-130
09978683;117;-131
09979467;117;-130
09980244;117;-130
09981019;117;-130
09981801;195;-193
09982583;196;-193
09983360;195;-193
09984143;195;-193
09984920;195;-192
09985700;195;-193
09986480;195;-193
09987257;195;-193
09988032;116;-131
09988812;116;-131
09989700;117;-130
09990374;117;-130
09991148;117;-130
09991931;196;-193
09992714;195;-193
09993499;195;-192
09994265;195;-193
09995044;195;-193
09995829;196;-193
09996606;195;-193
09997381;195;-193
09998163;196;-130
09998944;116;-131
09999721;117;-131
10001007;117;-131
10001285;117;-130
10004515;117;-130
10004532;117;-130
10004545;117;-130
10004557;117;-129
10005177;194;-192
10005960;195;-193
10006735;195;-193
10007508;195;-193
10008289;195;-193
10009072;195;-193
10009852;195;-193
10010625;195;-193
10011404;195;-193
10012188;116;-131
10013077;117;-131
10013747;117;-131
10014521;117;-130
10015305;195;-193
10016080;195;-193
10016863;195;-193
10017644;195;-192
10018420;117;-131
10020715;116;-131
10020743;117;-131
10020758;117;-130
10021543;117;-130
10022319;117;-130
10023095;117;-130
10023870;117;-130
10024651;117;-130
10025436;195;-193
10026215;195;-192
10026987;195;-193
10027768;195;-193
10030270;195;-193
10030286;195;-193
10030298;195;-193
10030888;195;-192
10031665;195;-193
10032440;117;-131
10033224;117;-131
10034007;117;-131
10034781;117;-130
10035564;117;-130
10036858;117;-130
10037123;117;-130
10037906;117;-130
10039523;117;-130
10039539;117;-130
10040234;117;-130
10041013;117;-130
10041799;117;-130
10042575;195;-193
10043347;195;-193
10044127;195;-193
10044911;195;-193
10045691;195;-193
10046463;195;-192
10047244;195;-193
10048026;195;-192
10048808;195;-193
10049593;195;-193
10050364;195;-193
10051142;195;-193
10051925;195;-193
10052702;195;-193
10053477;195;-193
10054262;196;-193
10055042;195;-193
10055817;116;-131
10056593;117;-131
10057373;117;-131
10058160;117;-131
10058938;118;-130
10059709;118;-130
10060488;117;-130
10061272;117;-130
10062054;117;-191
10062826;195;-192
10063609;195;-193
10064391;195;-193
10065168;195;-193
10065950;117;-131
10066727;117;-131
10067505;118;-130
10068300;117;-130
10069068;192;-192
10069873;196;-193
10070624;196;-193
10071401;195;-192
10072178;195;-193
10072954;117;-131
10073741;117;-131
10074519;117;-130
10075296;117;-130
10076070;194;-192
10076850;195;-193
10077638;195;-193
10078413;195;-193
10079258;195;-193
10079971;195;-193
10080753;195;-193
10081531;195;-193
10082312;195;-194
10083090;116;-131
10083868;117;-131
10084649;117;-130
10085426;117;-130
10086449;195;-193
10086986;195;-193
10087763;195;-193
10088541;195;-193
10089318;117;-131
10090101;117;-131
10090881;117;-131
10091656;117;-130
10092433;117;-130
10093211;117;-130
10093999;117;-130
10094772;117;-130
10097445;117;-130
10097461;195;-192
10097474;195;-193
10097893;195;-193
10098677;196;-193
10099450;196;-130
10100231;117;-131
10101011;117;-130
10101796;117;-130
10102566;118;-130
10103343;195;-193
10104124;195;-193
10104902;195;-193
10105683;196;-193
10106459;195;-193
10107241;195;-193
10108018;195;-193
10108792;195;-193
10109577;117;-131
10110357;116;-131
10111135;117;-131
10111912;117;-130
10112691;117;-130
10113474;118;-130
10114255;117;-130
10115033;117;-130
10115810;117;-130
10116589;117;-130
10117371;118;-129
10118152;117;-130
10118923;117;-130
10119916;118;-130
10120496;118;-129
10121265;118;-129
10122048;118;-129
10122825;118;-189
10123602;195;-193
10124432;195;-192
10125156;195;-192
10125940;195;-192
10126719;195;-193
10127496;195;-193
10128270;195;-193
10129051;195;-193
10129838;195;-193
10130612;195;-193
10131394;195;-193
10132175;195;-193
10132951;195;-193
10133738;116;-131
10134512;117;-131
10135284;117;-131
10136066;117;-130
10136850;194;-192
10137631;195;-193
10138401;195;-193
10139181;195;-193
10139964;195;-193
10140741;195;-193
10141525;195;-193
10142300;195;-193
10143081;195;-193
10143856;195;-193
10144632;196;-192
10145414;195;-193
10146201;195;-193
10146976;116;-131
10147758;116;-131
10148536;117;-131
10149314;117;-130
10150098;117;-130
10150872;117;-130
10151647;117;-130
10152432;117;-130
10153523;117;-130
10153992;117;-130
10154762;118;-130
10155543;117;-130
10156328;119;-129
10157102;117;-130
10157884;117;-130
10158658;118;-130
10159442;118;-129
10160218;194;-192
10160994;195;-192
10161778;195;-193
10162562;195;-193
10163338;195;-193
10164121;195;-193
10164898;195;-193
10165678;196;-193
10166459;195;-193
10167236;117;-130
10168010;117;-131
10168793;117;-131
10169576;117;-130
10170351;118;-130
10171129;117;-129
10171912;117;-130
10172694;117;-130
10173470;118;-130
10174245;195;-193
10175021;195;-193
10175806;195;-193
10176581;195;-193
10177356;195;-193
10178139;195;-193
10178921;195;-193
10179698;195;-193
10180481;195;-193
10181258;195;-193
10182039;195;-193
10182820;195;-193
10183601;195;-192
10184374;195;-193
10185152;195;-193
10185951;195;-193
10186712;195;-193
10187487;116;-131
10188267;116;-131
10189050;117;-131
10189828;117;-131
10193564;117;-130
10193581;117;-130
10193594;117;-130
10193606;117;-130
10196055;117;-130
10196073;117;-129
10196085;117;-130
10196097;117;-130
10197933;119;-130
10197949;195;-192
10198401;195;-193
10199179;195;-193
10199961;195;-193
10200737;117;-129
10201629;117;-131
10202301;117;-130
10203075;117;-130
10203847;117;-130
10204627;195;-192
10205411;195;-193
10206194;195;-193
10206963;195;-193
10207741;195;-193
10208526;195;-192
10209302;195;-193
10210081;195;-193
10210860;195;-193
10211642;195;-193
10212418;195;-193
10213202;195;-193
10213984;196;-193
10214758;195;-193
10215541;195;-193
10216318;195;-193
10217092;195;-193
10217878;116;-131
10218658;116;-131
10219433;117;-131
10220208;117;-131
10220989;117;-130
10221777;118;-130
10222550;117;-130
10223325;118;-130
10224103;117;-130
10224889;119;-130
10225668;117;-130
10226441;118;-130
10227222;117;-130
10228004;118;-130
10228780;118;-130
10229569;117;-130
10230341;118;-129
10231119;195;-192
10231902;195;-192
10232679;195;-193
10233454;196;-192
10234239;195;-193
10235017;117;-131
10235795;117;-130
10236570;117;-130
10237350;117;-130
10238139;194;-192
10238914;195;-193
10239689;195;-192
10240467;195;-193
10241254;195;-193
10242031;195;-193
10242803;195;-193
10243624;195;-193
10244370;195;-194
10245160;117;-131
10245930;117;-131
10246706;117;-130
10247483;117;-130
10248266;195;-192
10249043;195;-193
10249820;195;-193
10250597;195;-193
10251378;117;-131
10252156;117;-131
10252931;118;-130
10253716;117;-130
10254498;117;-130
10255275;117;-129
10256050;117;-130
10256829;117;-130
10257615;118;-130
10258389;195;-193
10259164;195;-192
10259945;195;-193
10260728;195;-193
10261509;118;-131
10262288;117;-130
10263065;117;-130
10263846;117;-130
10264628;118;-191
10265404;195;-193
10266181;195;-193
10266961;195;-193
10267741;195;-193
10268519;117;-131
10269294;117;-131
10270077;117;-130
10270858;117;-130
10271635;117;-130
10272410;117;-130
10273190;117;-130
10273976;118;-129
10274751;118;-130
10275526;118;-130
10276307;118;-129
10277091;118;-129
10277871;118;-130
10278651;195;-192
10279428;195;-193
10280207;195;-193
10280989;195;-193
10281766;117;-130
10282540;117;-130
10283322;117;-130
10284104;117;-130
10284880;118;-191
10285657;195;-193
10286600;195;-193
10287223;195;-193
10287996;195;-193
10289545;195;-193
10289562;195;-193
10290341;195;-193
10291111;195;-193
10291884;117;-131
10292665;117;-131
10293450;117;-130
10294230;117;-130
10295009;117;-192
10295787;195;-192
10296566;195;-193
10297348;195;-193
10298129;195;-193
10298901;195;-193
10299681;195;-193
10300464;195;-193
10301241;195;-193
10302020;117;-131
10302824;117;-131
10303582;117;-130
10304356;117;-130
10305131;117;-130
10305913;195;-193
10306696;195;-193
10307472;195;-193
10308248;195;-193
10309028;195;-193
10309815;195;-193
10310590;195;-193
10311373;195;-193
10312150;195;-193
10312928;195;-193
10313714;195;-193
10314488;196;-193
10315268;195;-128
10316046;117;-130
10316826;119;-131
10317606;117;-131
10318379;117;-130
10319159;117;-130
10319943;117;-130
10320719;117;-130
10321507;118;-129
10322275;117;-129
10323058;118;-130
10323835;118;-130
10324610;118;-130
10325391;118;-129
10326177;118;-128
10326951;118;-129
10327734;118;-129
10328511;118;-129
10329290;195;-192
10330075;195;-192
10330849;195;-193
10331623;196;-193
10332406;195;-193
10333187;195;-193
10333967;195;-193
10334741;195;-193
10335521;195;-193
10336304;117;-131
10337082;117;-131
10337860;117;-130
10338636;117;-129
10339420;117;-130
10340197;118;-130
10340972;117;-130
10341754;119;-129
10342536;119;-129
10343313;118;-129
10344098;118;-129
10344874;118;-129
10345654;118;-189
10346435;195;-192
10347212;195;-192
10347986;195;-193
10348769;195;-193
10349553;195;-193
10350329;195;-193
10351104;195;-192
10351885;196;-192
10352666;195;-193
10353443;195;-193
10354220;195;-193
10354996;195;-193
10355781;195;-193
10356557;195;-193
10357331;195;-193
10358118;195;-193
10358899;196;-193
10359674;117;-130
10360457;117;-131
10361234;117;-130
10362016;117;-130
10362796;117;-130
10363572;119;-129
10364350;117;-130
10365129;118;-130
10365911;193;-192
10366689;195;-192
10367464;195;-193
10368244;195;-193
10369028;195;-193
10369806;117;-131
10370580;117;-131
10371359;117;-130
10372143;119;-130
10372921;117;-130
10373699;117;-130
10374478;118;-130
10375262;118;-130
10376036;118;-177
10376819;195;-192
10377598;195;-192
10378373;195;-193
10379156;195;-192
10379932;195;-193
10380708;195;-193
10381512;195;-193
10383129;195;-193
10383145;195;-193
10383827;195;-193
10386252;195;-193
10386268;195;-193
10386281;195;-193
10386941;195;-193
10387718;195;-193
10388502;195;-193
10389279;195;-193
10390059;117;-131
10390836;117;-131
10391619;117;-131
10392395;117;-131
10393178;117;-130
10393960;118;-130
10394735;118;-129
10395517;117;-130
10396294;118;-130
10397068;118;-130
10397855;118;-130
10398633;118;-130
10399411;118;-129
10400185;195;-192
10400966;195;-192
10401753;195;-193
10402527;196;-193
10403304;117;-129
10404082;119;-130
10404865;117;-130
10405647;119;-130
10406418;118;-130
10407197;196;-193
10407980;195;-193
10408757;196;-193
10409545;195;-193
10410320;117;-131
10411098;117;-130
10411881;117;-130
10412658;117;-130
10413432;194;-192
10414217;195;-192
10414997;195;-193
10415775;195;-193
10416549;195;-193
10417330;195;-193
10418114;195;-193
10418887;195;-193
10419663;195;-193
10420443;117;-130
10421226;117;-131
10422008;117;-130
10422793;117;-130
10423562;194;-192
10424344;195;-193
10425120;195;-193
10425905;195;-193
10426681;113;-130
10427460;117;-131
10428243;117;-130
10429019;117;-130
10429796;117;-130
10430575;118;-129
10431356;118;-129
10432136;118;-130
10432911;118;-130
10433695;195;-192
10434476;195;-192
10435256;195;-193
10436027;195;-193
10436805;195;-194
10437591;117;-131
10438365;118;-130
10439140;117;-130
10439922;118;-130
10440706;195;-192
10441496;195;-193
10442266;195;-193
10443043;195;-193
10443820;195;-193
10444605;195;-193
10445381;195;-193
10446159;196;-193
10446937;195;-130
10447717;117;-130
10448495;117;-131
10449270;117;-130
10450053;117;-130
10450835;195;-193
10451611;196;-192
10452387;195;-193
10453166;195;-193
10453953;117;-131
10454728;118;-131
10455504;117;-130
10456284;117;-130
10457067;117;-129
10457850;118;-130
10458629;118;-130
10459403;118;-130
10460182;118;-129
10460965;195;-192
10461744;195;-192
10462516;195;-193
10463298;195;-192
10464082;117;-130
10464858;117;-130
10465634;117;-130
10466413;118;-130
10467196;193;-192
10467973;195;-193
10468749;195;-192
10469533;195;-193
10470313;196;-192
10471090;117;-131
10471865;118;-130
10472645;118;-130
10473428;117;-130
10474206;194;-191
10474987;195;-193
10475765;195;-193
10476543;195;-193
10477326;195;-193
10478767;195;-193
10478877;195;-193
10479660;195;-193
10480446;195;-193
10481218;195;-193
10481998;195;-193
10482776;195;-193
10483559;195;-193
10484337;117;-131
10485117;117;-131
10485890;117;-131
10486898;117;-130
10487452;117;-130
10488225;118;-130
10489005;118;-130
10489793;118;-130
10490566;118;-130
10491348;118;-130
10492125;118;-130
10492904;118;-129
10493691;118;-129
10494465;118;-129
10495238;118;-129
10496020;118;-129
10496801;118;-129
10497583;193;-192
10498355;195;-192
10499135;195;-193
10499918;195;-193
10500694;195;-193
10501473;195;-193
10502255;195;-193
10503037;195;-193
10503815;195;-193
10504586;117;-130
10505367;117;-131
10506156;117;-130
10506926;117;-130
10507709;118;-130
10508487;118;-130
10509265;118;-130
10510052;118;-130
10510826;118;-130
10511601;118;-129
10512382;118;-129
10513163;118;-129
10513944;118;-128
10514718;118;-129
10515498;118;-129
10516281;118;-129
10517058;118;-129
10517836;118;-129
10518612;118;-129
10519397;118;-129
10520178;118;-129
10520949;118;-129
10521732;195;-192
10522514;195;-192
10523290;195;-192
10524072;195;-192
10524851;195;-193
10525641;195;-193
10526413;195;-193
10527189;195;-193
10527963;195;-193
10528744;195;-192
10529528;196;-193
10530304;195;-193
10531078;195;-193
10531860;195;-193
10532642;195;-193
10533419;195;-193
10534407;195;-193
10534979;195;-193
10535761;195;-193
10537971;195;-193
10537990;195;-193
10538096;195;-128
10538875;117;-130
10539649;117;-131
10540432;117;-130
10541209;117;-130
10541997;195;-192
10542773;195;-193
10543548;195;-193
10544325;195;-193
10545104;117;-131
10545892;117;-131
10546666;118;-130
10547441;117;-130
10548222;118;-130
10549005;118;-130
10549785;118;-130
10550556;118;-129
10551336;118;-130
10552120;195;-192
10553109;195;-192
10553675;196;-193
10554455;195;-193
10555236;117;-130
10556013;117;-130
10556799;119;-129
10557576;118;-129
10558354;193;-192
10559136;195;-192
10559911;195;-192
10560686;196;-193
10561468;195;-193
10562252;195;-193
10563027;195;-193
10563801;195;-193
10564585;195;-193
10565367;117;-131
10566147;117;-131
10566920;117;-130
10567698;117;-130
10568482;194;-192
10569258;195;-193
10570035;195;-193
10570815;195;-193
10571597;195;-193
10572374;118;-131
10574110;117;-131
10574126;117;-130
10574714;117;-130
10575495;194;-192
10576276;195;-193
10577051;195;-193
10577834;195;-193
10578610;195;-193
10579387;195;-193
10580161;195;-193
10580942;195;-193
10581730;195;-193
10582504;196;-192
10583279;195;-193
10584057;195;-193
10584842;195;-193
10585623;195;-193
10586397;195;-193
10587175;195;-193
10587957;195;-193
10588734;116;-131
10589521;117;-131
10590298;117;-131
10591073;117;-131
10591857;117;-130
10592637;117;-130
10593413;118;-130
10594194;118;-130
10595111;118;-130
10595753;118;-130
10596526;118;-130
10597304;119;-130
10598090;118;-130
10598865;118;-130
10599653;118;-129
10600419;118;-128
10601204;118;-129
10601983;118;-129
10602759;195;-192
10603540;195;-193
10604320;195;-193
10605096;195;-193
10605882;117;-130
10606655;117;-130
10607439;118;-130
10608218;118;-130
10608995;118;-191
10609772;195;-192
10610868;195;-192
10611335;195;-193
10612110;195;-193
10612889;117;-131
10613670;118;-130
10614453;118;-129
10615228;118;-130
10616001;194;-192
10616780;195;-193
10617569;195;-193
10618343;195;-192
10619117;115;-130
10619901;117;-130
10620682;117;-130
10621458;118;-130
10622241;118;-129
10623021;118;-130
10623797;118;-129
10624583;118;-129
10625357;118;-129
10626134;195;-192
10626913;195;-193
10627696;195;-193
10628471;196;-193
10629246;117;-130
10630031;118;-130
10630811;118;-130
10631588;118;-130
10632363;118;-130
10633147;195;-193
10634010;195;-193
10634707;195;-193
10635482;195;-193
10636262;195;-193
10637045;195;-193
10637824;195;-193
10638603;195;-193
10639380;195;-129
10640159;117;-131
10640943;118;-130
10641723;117;-130
10642494;118;-130
10643278;118;-130
10644059;118;-130
10644837;118;-129
